index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
,,,blob of preserved organs,S_BLOB,1,0,10,0,-10,G_NOGEN|0,"ATTK(AT_NONE,AD_PLYS,1,8,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,400,MS_SILENT,MZ_SMALL,MR_SLEEP|MR_POISON|MR_ACID|MR_STONE,,M1_AMORPHOUS|M1_NOLIMBS|M1_NOHEAD|M1_POIS,M2_WANDER|M2_HOSTILE|M2_NEUTER,M3_STATIONARY|M3_NORMAL|M3_SANLOSS,11,-,-,-,2,2,10,,M4_ELDER_EYE_ENERGY,MH_UNDEAD,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,quivering blob,S_BLOB,5,1,8,0,0,G_GENO|2,"ATTK(AT_TUCH,AD_PHYS,1,8,0,0,0,0)","ATTK(AT_NONE,AD_PHYS,1,8,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,140,100,MS_SILENT,MZ_SMALL,MR_SLEEP|MR_POISON,MR_SLEEP|MR_POISON,M1_MINDLESS|M1_NOEYES|M1_NOLIMBS|M1_NOHEAD,M2_WANDER|M2_HOSTILE|M2_NEUTER,M3_SCENT,15,-,-,-,6,6,34,MR_SLEEP=33|MR_POISON=33,M4_ELDER_SIGN,,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2,0,0,0,0,0,0,0,0,0,0,0,0,
,,,gelatinous cube,S_BLOB,6,6,8,0,0,G_GENO|2,"ATTK(AT_TUCH,AD_PLYS,2,4,0,0,0,0)","ATTK(AT_NONE,AD_PLYS,2,4,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,3000,800,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_ACID,M1_HIDE|M1_MINDLESS|M1_CARNIVORE|M1_HERBIVORE|M1_NOEYES|M1_NOLIMBS|M1_NOHEAD|M1_ACID,M2_WANDER|M2_HOSTILE|M2_NEUTER,M3_SCENT|M3_TRACKER,6,-,-,-,8,8,57,MR_FIRE=40|MR_COLD=40|MR_SLEEP=40|MR_ELEC=40|MR_ACID=100,M4_RBLUNT|M4_RPIERCE|M4_ELDER_SIGN,,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2,0,0,0,0,0,0,0,0,0,0,0,0,
,,,crystal ooze,S_BLOB,8,6,8,0,-5,G_GENO|G_NOGEN|0,"ATTK(AT_TUCH,AD_PLYS,4,4,0,0,0,0)","ATTK(AT_TUCH,AD_WRAP,1,1,0,0,0,0)","ATTK(AT_NONE,AD_CORR,0,0,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,3000,800,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_POISON|MR_ACID|MR_STONE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ACID,M1_SWIM|M1_MINDLESS|M1_CARNIVORE|M1_HERBIVORE|M1_NOEYES|M1_NOLIMBS|M1_NOHEAD|M1_ACID,M2_WANDER|M2_HOSTILE|M2_NEUTER,M3_SCENT|M3_TRACKER,6,-,-,-,11,11,100,MR_FIRE=53|MR_COLD=53|MR_SLEEP=53|MR_ACID=100,M4_RBLUNT|M4_ELDER_SIGN,,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2,0,0,0,0,0,0,0,0,0,0,0,0,
,,,blood bloater,S_BLOB,10,12,6,0,0,G_GENO|G_LGROUP|G_HELL|1,"ATTK(AT_TUCH,AD_VAMP,2,8,0,0,0,0)","ATTK(AT_NONE,AD_RUST,0,0,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,200,MS_SILENT,MZ_SMALL,MR_COLD|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_POISON,M1_SWIM|M1_AMORPHOUS|M1_BREATHLESS|M1_MINDLESS|M1_CARNIVORE|M1_HERBIVORE|M1_NOEYES|M1_NOLIMBS|M1_NOHEAD|M1_ACID,M2_HOSTILE|M2_NEUTER,M3_SCENT|M3_TRACKER,9,-,-,-,12,12,174,MR_COLD=67|MR_POISON=67,M4_RBLUNT|M4_ELDER_SIGN,MH_AQUATIC,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,4,0,0,0,0,0,0,0,0,0,0,0,0,
,,,shoggoth,S_BLOB,20,15,10,0,-5,G_GENO|G_HELL|2,"ATTK(AT_TUCH,AD_ACID,1,12,0,0,0,0)","ATTK(AT_TUCH,AD_STCK,1,12,0,0,0,0)","ATTK(AT_HUGS,AD_SUCK,2,12,0,0,0,0)","ATTK(AT_NONE,AD_ACID,2,12,0,0,0,0)",NO_ATTK,NO_ATTK,4500,1000,MS_SHOG,MZ_HUGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_ELEC|MR_POISON,M1_SWIM|M1_AMORPHOUS|M1_AMPHIBIOUS|M1_CARNIVORE|M1_HERBIVORE|M1_NOHEAD|M1_ACID|M1_NOFEET,M2_COLLECT|M2_MAGIC|M2_HOSTILE|M2_NEUTER,M3_TRAITOR|M3_NORMAL|M3_SANLOSS|M3_INSIGHT,10,-,-,-,25,25,630,MR_COLD=100|MR_ELEC=100|MR_POISON=100,M4_RBLUNT|M4_ELDER_SIGN,MH_PRIMORDIAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,priest of Ghaunadaur,S_BLOB,20,15,10,0,-15,G_NOGEN|0,"ATTK(AT_TUCH,AD_ACID,1,12,0,0,0,0)","ATTK(AT_TUCH,AD_STCK,1,12,0,0,0,0)","ATTK(AT_HUGS,AD_SUCK,2,12,0,0,0,0)","ATTK(AT_MAGC,AD_CLRC,0,8,0,0,0,0)","ATTK(AT_NONE,AD_ACID,2,12,0,0,0,0)",NO_ATTK,4500,1000,MS_CUSS,MZ_HUGE,MR_FIRE|MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_ELEC|MR_POISON,M1_SWIM|M1_AMORPHOUS|M1_AMPHIBIOUS|M1_CARNIVORE|M1_HERBIVORE|M1_NOHEAD|M1_ACID|M1_NOFEET,M2_COLLECT|M2_MAGIC|M2_HOSTILE|M2_MALE,M3_TRAITOR|M3_NORMAL|M3_SANLOSS|M3_INSIGHT,5,-,-,-,27,27,660,MR_COLD=100|MR_ELEC=100|MR_POISON=100,M4_RBLUNT|M4_ELDER_SIGN,MH_PRIMORDIAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,mothering mass,S_BLOB,18,14,6,30,-12,G_NOCORPSE|G_NOGEN|G_PLANES|0,"ATTK(AT_TENT,AD_PHYS,2,6,0,0,0,0)","ATTK(AT_TENT,AD_PHYS,2,6,0,0,0,0)","ATTK(AT_TENT,AD_PHYS,2,6,0,0,0,0)","ATTK(AT_TUCH,AD_STCK,1,12,0,0,0,0)","ATTK(AT_HUGS,AD_SUCK,2,12,0,0,0,0)","ATTK(AT_NONE,AD_ACID,2,12,0,0,0,0)",1500,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_ACID|MR_STONE,MR_SLEEP,M1_FLY|M1_SWIM|M1_AMORPHOUS|M1_AMPHIBIOUS|M1_WEBRIP|M1_CARNIVORE|M1_HERBIVORE|M1_NOHEAD|M1_ACID|M1_CAN_AMULET|M1_SEE_INVIS|M1_REGEN,M2_STALK|M2_COLLECT|M2_FEMALE|M2_STRONG|M2_NOPOLY|M2_LORD|M2_NASTY,M3_INFRAVISION|M3_LOWLIGHT3|M3_CATSIGHT|M3_INFRAVISIBLE|M3_TRACKER|M3_NOWISH|M3_SANLOSS|M3_INSIGHT,13,-,-,-,23,23,627,MR_SLEEP=100,M4_LEVEL_45|M4_HATESUNHOLY|M4_ELDER_SIGN|M4_ELDER_EYE_PLANES,MH_FEY|MH_MINION|MH_PRIMORDIAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,4,0,0,5,5,5,5,5,0,0,0,0,0,
,,,coiling brawn,S_BLOB,11,12,5,0,-5,G_GENO|G_NOGEN|0,"ATTK(AT_CLAW,AD_PHYS,1,6,0,0,0,0)","ATTK(AT_CLAW,AD_PHYS,1,6,0,0,0,0)","ATTK(AT_HUGS,AD_PHYS,2,8,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,1087,316,MS_SILENT,MZ_SMALL,,,M1_SWIM|M1_AMORPHOUS|M1_AMPHIBIOUS|M1_BREATHLESS|M1_MINDLESS|M1_NOLIMBS|M1_NOHEAD,M2_HOSTILE|M2_STRONG,M3_NORMAL|M3_SANLOSS|M3_INSIGHT,1,-,-,-,13,13,175,,M4_ELDER_SIGN,MH_HUMAN,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,5,0,0,0,0,0,0,0,0,0,0,0,0,
,,,chickatrice,S_COCKATRICE,4,4,8,30,0,G_GENO|G_SGROUP|1,"ATTK(AT_BITE,AD_PHYS,1,2,0,0,0,0)","ATTK(AT_TUCH,AD_STON,0,0,0,0,0,0)","ATTK(AT_NONE,AD_STON,0,0,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_HISS,MZ_TINY,MR_POISON|MR_STONE,MR_POISON|MR_STONE,M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD|M1_HAS_FEET,M2_HOSTILE,M3_NORMAL|M3_INFRAVISIBLE,3,-,-,-,8,8,125,MR_POISON=27|MR_STONE=100,,MH_AVIAN|MH_REPTILIAN,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2,0,0,0,0,0,0,0,0,0,0,0,0,
,,,cockatrice,S_COCKATRICE,5,6,6,30,0,G_GENO|5,"ATTK(AT_BITE,AD_PHYS,1,3,0,0,0,0)","ATTK(AT_TUCH,AD_STON,0,0,0,0,0,0)","ATTK(AT_NONE,AD_STON,0,0,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,140,100,MS_HISS,MZ_SMALL,MR_POISON|MR_STONE,MR_POISON|MR_STONE,M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE|M1_NOHANDS|M1_ANIMAL|M1_OVIPAROUS|M1_LONGHEAD|M1_HAS_FEET,M2_HOSTILE,M3_NORMAL|M3_INFRAVISIBLE,11,-,-,-,8,8,129,MR_POISON=33|MR_STONE=100,,MH_AVIAN|MH_REPTILIAN,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,4,0,0,0,0,0,0,0,0,0,0,0,0,
,,,pyrolisk,S_COCKATRICE,6,6,6,30,0,G_GENO|1,"ATTK(AT_GAZE,AD_FIRE,2,6,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,140,100,MS_HISS,MZ_SMALL,MR_FIRE|MR_POISON,MR_FIRE|MR_POISON,M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE|M1_NOHANDS|M1_ANIMAL|M1_OVIPAROUS|M1_TOSTY|M1_LONGHEAD|M1_HAS_FEET,M2_HOSTILE,M3_NORMAL|M3_INFRAVISIBLE,1,-,-,-,8,8,52,MR_FIRE=40|MR_POISON=40,,MH_AVIAN|MH_REPTILIAN,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,4,0,0,0,0,0,0,0,0,0,0,0,0,
,,,jackal,S_DOG,0,12,7,0,0,G_GENO|G_SGROUP|3,"ATTK(AT_BITE,AD_PHYS,1,2,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_BARK,MZ_SMALL,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,3,-,-,-,2,2,8,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,3,0,0,0,0,0,0,0,0,0,0,0,
,,,fox,S_DOG,0,15,7,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,3,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,280,200,MS_BARK,MZ_TINY,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,1,-,-,-,1,1,11,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,3,0,0,0,0,0,0,0,0,0,0,0,
,,,coyote,S_DOG,1,12,7,0,0,G_GENO|G_SGROUP|1,"ATTK(AT_BITE,AD_PHYS,1,4,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_BARK,MZ_SMALL,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,1,-,-,-,3,3,9,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,3,0,0,0,0,0,0,0,0,0,0,0,
,,,little dog,S_DOG,2,18,6,0,5,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,6,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,280,100,MS_BARK,MZ_SMALL,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_DOMESTIC,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,15,-,-,-,4,4,15,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,4,0,0,0,0,0,0,0,0,0,0,0,
,,,werejackal,S_DOG,2,12,7,10,-7,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_BITE,AD_WERE,1,4,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_BARK,MZ_SMALL,MR_POISON,,M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_POIS|M1_LONGHEAD|M1_REGEN,M2_HOSTILE|M2_NOPOLY,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER|M3_SANLOSS,3,-,-,-,4,4,14,,M4_HATESSILVER,MH_WERE|MH_DEMIHUMAN,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,3,0,0,0,0,0,0,0,0,0,0,0,
,,,dog,S_DOG,4,16,5,0,5,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,8,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,200,MS_BARK,MZ_SMALL,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_DOMESTIC,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,15,-,-,-,5,5,27,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,5,0,0,0,0,0,0,0,0,0,0,0,
,,,dingo,S_DOG,4,16,5,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,8,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,200,MS_BARK,MZ_SMALL,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,11,-,-,-,5,5,27,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,5,0,0,0,0,0,0,0,0,0,0,0,
,,,wolf,S_DOG,5,12,4,0,5,G_GENO|G_SGROUP|2,"ATTK(AT_BITE,AD_PHYS,2,4,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,200,MS_BARK,MZ_MEDIUM,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,7,-,-,-,7,7,33,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,6,0,0,0,0,0,0,0,0,0,0,0,
,,,large dog,S_DOG,6,15,4,0,5,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,2,6,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,200,MS_BARK,MZ_MEDIUM,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_DOMESTIC|M2_STRONG,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,15,-,-,-,7,7,47,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,6,0,0,0,0,0,0,0,0,0,0,0,
,,,warg,S_DOG,7,12,4,0,-5,G_GENO|G_SGROUP|2,"ATTK(AT_BITE,AD_PHYS,2,6,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_BARK,MZ_MEDIUM,,,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE|M2_STRONG,M3_NORMAL|M3_SCENT|M3_INFRAVISIBLE|M3_TRACKER,7,-,-,-,9,9,57,,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,6,0,0,0,0,0,0,0,0,0,0,0,
,,,winter wolf cub,S_DOG,5,12,4,0,-5,G_GENO|G_SGROUP|G_NOHELL|2,"ATTK(AT_BITE,AD_PHYS,1,8,0,0,0,0)","ATTK(AT_BREA,AD_COLD,1,6,0,0,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,280,200,MS_BARK,MZ_SMALL,MR_COLD,MR_COLD,M1_ANIMAL|M1_CARNIVORE|M1_NOHANDS|M1_ANIMAL|M1_LONGHEAD,M2_HOSTILE,M3_NORMAL|M3_SCENT|M3_TRACKER,6,-,-,-,8,8,46,MR_COLD=33,,MH_ANIMAL,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,6,0,0,0,0,0,0,0,0,0,0,0,
